Datum;Bundesland;Altersgruppe;7T_Hospitalisierung_Faelle;7T_Hospitalisierung_Inzidenz
2021-02-15;Nordrhein-Westfalen;15-34;82;1.94
2021-02-15;Nordrhein-Westfalen;60-79;473;11.96
2021-02-15;Nordrhein-Westfalen;80+;437;34.19
2021-02-14;Bundesgebiet;00+;5245;6.22
2021-02-14;Bundesgebiet;05-14;23;0.29
2021-02-14;Bundesgebiet;15-34;306;1.61
2021-02-14;Bundesgebiet;60-79;1987;10.6
2021-02-14;Bundesgebiet;80+;1885;30.84
2021-02-14;Nordrhein-Westfalen;00-04;14;1.59
2021-02-14;Nordrhein-Westfalen;00+;1215;6.7
2021-02-14;Nordrhein-Westfalen;05-14;2;0.12
2021-02-14;Nordrhein-Westfalen;35-59;232;3.82
2021-02-13;Bundesgebiet;00-04;46;1.15
2021-02-13;Bundesgebiet;00+;5415;6.42
2021-02-13;Bundesgebiet;15-34;303;1.59
2021-02-13;Bundesgebiet;35-59;1012;3.55
2021-02-13;Bundesgebiet;80+;1973;32.28
2021-02-13;Nordrhein-Westfalen;00-04;14;1.59
2021-02-13;Nordrhein-Westfalen;15-34;83;1.97
2021-02-13;Nordrhein-Westfalen;35-59;239;3.93
2021-02-13;Nordrhein-Westfalen;60-79;470;11.88
2021-02-13;Nordrhein-Westfalen;80+;436;34.11
2021-02-12;Bundesgebiet;35-59;1000;3.51
2021-02-12;Nordrhein-Westfalen;00-04;14;1.59
2021-02-12;Nordrhein-Westfalen;80+;461;36.06
2021-02-11;Bundesgebiet;05-14;36;0.45
2021-02-11;Bundesgebiet;35-59;1055;3.7
2021-02-11;Bundesgebiet;60-79;2145;11.44
2021-02-11;Nordrhein-Westfalen;00-04;15;1.71
2021-02-11;Nordrhein-Westfalen;05-14;6;0.35
2021-02-11;Nordrhein-Westfalen;15-34;90;2.13
2021-02-11;Nordrhein-Westfalen;35-59;256;4.21
2021-02-11;Nordrhein-Westfalen;80+;487;38.1
2021-02-10;Bundesgebiet;00-04;48;1.2
2021-02-10;Bundesgebiet;00+;6043;7.16
2021-02-10;Nordrhein-Westfalen;15-34;89;2.11
2021-02-10;Nordrhein-Westfalen;80+;501;39.19
2021-02-09;Bundesgebiet;00-04;46;1.15
2021-02-09;Bundesgebiet;00+;6346;7.52
2021-02-09;Bundesgebiet;80+;2459;40.23
2021-02-09;Nordrhein-Westfalen;35-59;272;4.47
2021-02-08;Bundesgebiet;00+;6564;7.78
2021-02-08;Nordrhein-Westfalen;05-14;7;0.4
2021-02-08;Nordrhein-Westfalen;15-34;94;2.23
2021-02-07;Bundesgebiet;00-04;40;1.0
2021-02-07;Bundesgebiet;05-14;41;0.52
2021-02-07;Nordrhein-Westfalen;15-34;98;2.32
2021-02-07;Nordrhein-Westfalen;80+;541;42.32
2021-02-06;Bundesgebiet;00-04;35;0.88
2021-02-06;Bundesgebiet;00+;6718;7.96
2021-02-06;Bundesgebiet;35-59;1188;4.17
2021-02-06;Nordrhein-Westfalen;00+;1438;7.93
2021-02-06;Nordrhein-Westfalen;35-59;269;4.42
2021-02-05;Bundesgebiet;05-14;47;0.59
2021-02-05;Nordrhein-Westfalen;00+;1487;8.2
2021-02-04;Bundesgebiet;00-04;34;0.85
2021-02-04;Bundesgebiet;60-79;2585;13.79
2021-02-04;Nordrhein-Westfalen;35-59;282;4.64
2021-02-03;Bundesgebiet;00-04;30;0.75
2021-02-03;Bundesgebiet;35-59;1272;4.46
2021-02-03;Nordrhein-Westfalen;15-34;101;2.39
2021-02-03;Nordrhein-Westfalen;80+;604;47.25
2021-02-02;Bundesgebiet;00-04;31;0.78
2021-02-02;Bundesgebiet;60-79;2792;14.89
2021-02-02;Bundesgebiet;80+;2958;48.39
2021-02-02;Nordrhein-Westfalen;15-34;103;2.44
2021-02-02;Nordrhein-Westfalen;35-59;283;4.65
2021-02-01;Bundesgebiet;00-04;35;0.88
2021-02-01;Bundesgebiet;35-59;1266;4.44
2021-02-01;Nordrhein-Westfalen;00-04;9;1.02
2021-02-01;Nordrhein-Westfalen;05-14;6;0.35
2021-02-01;Nordrhein-Westfalen;60-79;561;14.18
2021-02-01;Nordrhein-Westfalen;80+;634;49.6
2021-01-31;Bundesgebiet;00-04;39;0.98
2021-01-31;Bundesgebiet;80+;3061;50.07
2021-01-31;Nordrhein-Westfalen;00+;1610;8.88
2021-01-31;Nordrhein-Westfalen;05-14;5;0.29
2021-01-31;Nordrhein-Westfalen;60-79;557;14.08
2021-01-31;Nordrhein-Westfalen;80+;637;49.83
2021-01-30;Bundesgebiet;35-59;1333;4.68
2021-01-30;Nordrhein-Westfalen;00-04;12;1.37
2021-01-30;Nordrhein-Westfalen;35-59;309;5.08
2021-01-30;Nordrhein-Westfalen;80+;663;51.86
2021-01-29;Bundesgebiet;00+;8152;9.66
2021-01-29;Bundesgebiet;05-14;23;0.29
2021-01-29;Nordrhein-Westfalen;35-59;314;5.16
2021-01-28;Bundesgebiet;00-04;43;1.08
2021-01-28;Bundesgebiet;05-14;25;0.31
2021-01-28;Bundesgebiet;60-79;3075;16.4
2021-01-28;Bundesgebiet;80+;3434;56.18
2021-01-28;Nordrhein-Westfalen;00-04;10;1.14
2021-01-28;Nordrhein-Westfalen;05-14;7;0.4
2021-01-28;Nordrhein-Westfalen;35-59;319;5.25
2021-01-28;Nordrhein-Westfalen;60-79;584;14.77
2021-01-27;Bundesgebiet;00+;8574;10.16
2021-01-27;Bundesgebiet;60-79;3094;16.5
2021-01-27;Nordrhein-Westfalen;05-14;7;0.4
2021-01-27;Nordrhein-Westfalen;15-34;90;2.13
2021-01-27;Nordrhein-Westfalen;35-59;309;5.08
2021-01-27;Nordrhein-Westfalen;60-79;589;14.89
2021-01-26;Bundesgebiet;60-79;3169;16.9
2021-01-26;Bundesgebiet;80+;3696;60.46
2021-01-26;Nordrhein-Westfalen;00+;1784;9.84
2021-01-26;Nordrhein-Westfalen;80+;734;57.42
2021-01-25;Bundesgebiet;05-14;35;0.44
2021-01-25;Bundesgebiet;35-59;1526;5.35
2021-01-25;Nordrhein-Westfalen;00-04;9;1.02
2021-01-25;Nordrhein-Westfalen;05-14;11;0.64
2021-01-25;Nordrhein-Westfalen;15-34;89;2.11
2021-01-25;Nordrhein-Westfalen;60-79;618;15.63
2021-01-24;Bundesgebiet;00-04;41;1.03
2021-01-24;Bundesgebiet;00+;9143;10.84
2021-01-24;Bundesgebiet;05-14;38;0.48
2021-01-24;Nordrhein-Westfalen;00-04;7;0.8
2021-01-24;Nordrhein-Westfalen;05-14;12;0.69
2021-01-24;Nordrhein-Westfalen;60-79;622;15.73
2021-01-24;Nordrhein-Westfalen;80+;736;57.58
2021-01-23;Bundesgebiet;00-04;38;0.95
2021-01-23;Bundesgebiet;60-79;3260;17.39
2021-01-23;Bundesgebiet;80+;3882;63.5
2021-01-23;Nordrhein-Westfalen;00-04;8;0.91
2021-01-23;Nordrhein-Westfalen;00+;1778;9.8
2021-01-23;Nordrhein-Westfalen;35-59;321;5.28
2021-01-23;Nordrhein-Westfalen;80+;720;56.32
2021-01-22;Bundesgebiet;35-59;1571;5.51
2021-01-22;Bundesgebiet;60-79;3260;17.39
2021-01-22;Nordrhein-Westfalen;15-34;121;2.87
2021-01-21;Bundesgebiet;00-04;54;1.35
2021-01-21;Bundesgebiet;00+;9620;11.4
2021-01-21;Bundesgebiet;05-14;44;0.55
2021-01-21;Bundesgebiet;15-34;480;2.52
2021-01-21;Bundesgebiet;80+;4112;67.27
2021-01-21;Nordrhein-Westfalen;80+;772;60.39
2021-01-20;Bundesgebiet;00+;9689;11.49
2021-01-20;Bundesgebiet;80+;4126;67.5
2021-01-20;Nordrhein-Westfalen;05-14;11;0.64
2021-01-20;Nordrhein-Westfalen;15-34;121;2.87
2021-01-20;Nordrhein-Westfalen;60-79;615;15.55
2021-01-19;Bundesgebiet;00-04;60;1.5
2021-01-19;Bundesgebiet;00+;9877;11.71
2021-01-19;Bundesgebiet;15-34;504;2.64
2021-01-19;Bundesgebiet;80+;4217;68.98
2021-01-19;Nordrhein-Westfalen;35-59;341;5.61
2021-01-18;Bundesgebiet;00-04;60;1.5
2021-01-18;Bundesgebiet;00+;10091;11.96
2021-01-18;Bundesgebiet;05-14;48;0.6
2021-01-18;Bundesgebiet;15-34;540;2.83
2021-01-17;Bundesgebiet;00+;10111;11.99
2021-01-17;Bundesgebiet;60-79;3510;18.72
2021-01-17;Bundesgebiet;80+;4316;70.6
2021-01-17;Nordrhein-Westfalen;05-14;11;0.64
2021-01-17;Nordrhein-Westfalen;15-34;119;2.82
2021-01-17;Nordrhein-Westfalen;60-79;611;15.45
2021-01-17;Nordrhein-Westfalen;80+;770;60.24
2021-01-16;Bundesgebiet;00+;10226;12.12
2021-01-16;Bundesgebiet;35-59;1662;5.83
2021-01-16;Bundesgebiet;60-79;3552;18.94
2021-01-16;Nordrhein-Westfalen;80+;804;62.9
2021-01-15;Bundesgebiet;00-04;63;1.58
2021-01-15;Bundesgebiet;05-14;45;0.57
2021-01-15;Nordrhein-Westfalen;60-79;656;16.59
2021-01-14;Bundesgebiet;00-04;55;1.38
2021-01-14;Bundesgebiet;00+;10697;12.68
2021-01-14;Bundesgebiet;60-79;3807;20.3
2021-01-14;Nordrhein-Westfalen;00-04;14;1.59
2021-01-14;Nordrhein-Westfalen;00+;1993;10.99
2021-01-14;Nordrhein-Westfalen;05-14;10;0.58
2021-01-13;Bundesgebiet;00-04;51;1.28
2021-01-13;Bundesgebiet;00+;10796;12.8
2021-01-13;Bundesgebiet;05-14;40;0.5
2021-01-13;Bundesgebiet;15-34;581;3.05
2021-01-13;Bundesgebiet;80+;4526;74.04
2021-01-13;Nordrhein-Westfalen;60-79;719;18.18
2021-01-13;Nordrhein-Westfalen;80+;845;66.1
2021-01-12;Bundesgebiet;00-04;60;1.5
2021-01-12;Bundesgebiet;05-14;35;0.44
2021-01-11;Bundesgebiet;00-04;70;1.75
2021-01-11;Bundesgebiet;00+;11333;13.43
2021-01-11;Bundesgebiet;05-14;35;0.44
2021-01-11;Bundesgebiet;15-34;596;3.13
2021-01-11;Bundesgebiet;35-59;1859;6.52
2021-01-11;Nordrhein-Westfalen;00-04;20;2.28
2021-01-11;Nordrhein-Westfalen;35-59;415;6.83
2021-01-11;Nordrhein-Westfalen;60-79;780;19.72
2021-01-11;Nordrhein-Westfalen;80+;883;69.08
2021-01-10;Bundesgebiet;00-04;73;1.83
2021-01-10;Bundesgebiet;00+;11675;13.84
2021-01-10;Bundesgebiet;35-59;1938;6.8
2021-01-10;Bundesgebiet;60-79;4148;22.12
2021-01-10;Nordrhein-Westfalen;05-14;11;0.64
2021-01-10;Nordrhein-Westfalen;60-79;818;20.68
2021-01-09;Bundesgebiet;00+;11682;13.85
2021-01-09;Bundesgebiet;05-14;40;0.5
2021-01-09;Bundesgebiet;15-34;604;3.17
2021-01-09;Nordrhein-Westfalen;80+;913;71.42
2021-01-08;Bundesgebiet;00-04;67;1.68
2021-01-08;Nordrhein-Westfalen;15-34;154;3.65
2021-01-08;Nordrhein-Westfalen;60-79;759;19.19
2021-01-08;Nordrhein-Westfalen;80+;848;66.34
2021-01-07;Bundesgebiet;35-59;1727;6.06
2021-01-07;Bundesgebiet;80+;4209;68.85
2021-01-07;Nordrhein-Westfalen;00-04;19;2.16
2021-01-07;Nordrhein-Westfalen;05-14;13;0.75
2021-01-06;Bundesgebiet;00+;10555;12.51
2021-01-06;Bundesgebiet;05-14;51;0.64
2021-01-06;Bundesgebiet;15-34;539;2.83
2021-01-06;Nordrhein-Westfalen;00-04;17;1.93
2021-01-06;Nordrhein-Westfalen;00+;2138;11.79
2021-01-06;Nordrhein-Westfalen;15-34;151;3.58
2021-01-06;Nordrhein-Westfalen;35-59;395;6.5
2021-01-06;Nordrhein-Westfalen;80+;830;64.93
2021-01-05;Bundesgebiet;00-04;73;1.83
2021-01-05;Bundesgebiet;05-14;53;0.67
2021-01-05;Nordrhein-Westfalen;00-04;17;1.93
2021-01-05;Nordrhein-Westfalen;35-59;398;6.55
2021-01-04;Bundesgebiet;00+;11088;13.14
2021-01-04;Bundesgebiet;05-14;51;0.64
2021-01-04;Bundesgebiet;60-79;3885;20.72
2021-01-04;Nordrhein-Westfalen;05-14;18;1.04
2021-01-03;Bundesgebiet;60-79;3945;21.04
2021-01-03;Nordrhein-Westfalen;00-04;19;2.16
2021-01-03;Nordrhein-Westfalen;00+;2203;12.15
2021-01-03;Nordrhein-Westfalen;05-14;18;1.04
2021-01-03;Nordrhein-Westfalen;80+;886;69.31
2021-01-02;Bundesgebiet;00-04;68;1.7
2021-01-02;Bundesgebiet;00+;11222;13.3
2021-01-02;Bundesgebiet;15-34;629;3.3
2021-01-02;Bundesgebiet;35-59;1927;6.76
2021-01-02;Bundesgebiet;60-79;3973;21.19
2021-01-02;Bundesgebiet;80+;4569;74.74
2021-01-02;Nordrhein-Westfalen;00-04;21;2.39
2021-01-02;Nordrhein-Westfalen;05-14;18;1.04
2021-01-02;Nordrhein-Westfalen;35-59;405;6.66
2021-01-02;Nordrhein-Westfalen;60-79;686;17.35
2021-01-02;Nordrhein-Westfalen;80+;866;67.75
2021-01-01;Bundesgebiet;00-04;71;1.78
2021-01-01;Bundesgebiet;05-14;43;0.54
2020-12-31;Bundesgebiet;00-04;68;1.7
2020-12-31;Bundesgebiet;15-34;649;3.41
2020-12-31;Bundesgebiet;35-59;1960;6.88
2020-12-31;Bundesgebiet;80+;4590;75.09
2020-12-31;Nordrhein-Westfalen;00-04;18;2.05
2020-12-31;Nordrhein-Westfalen;15-34;161;3.82
2020-12-30;Bundesgebiet;00-04;65;1.63
2020-12-30;Bundesgebiet;05-14;45;0.57
2020-12-30;Bundesgebiet;60-79;3980;21.23
2020-12-30;Bundesgebiet;80+;4658;76.2
2020-12-30;Nordrhein-Westfalen;35-59;423;6.96
2020-12-30;Nordrhein-Westfalen;60-79;713;18.03
2020-12-29;Bundesgebiet;15-34;616;3.23
2020-12-29;Bundesgebiet;35-59;1898;6.66
2020-12-29;Nordrhein-Westfalen;15-34;177;4.2
2020-12-29;Nordrhein-Westfalen;60-79;739;18.69
2020-12-29;Nordrhein-Westfalen;80+;889;69.54
2020-12-28;Bundesgebiet;35-59;1876;6.58
2020-12-28;Nordrhein-Westfalen;00-04;16;1.82
2020-12-28;Nordrhein-Westfalen;15-34;174;4.12
2020-12-28;Nordrhein-Westfalen;60-79;764;19.32
2020-12-27;Nordrhein-Westfalen;05-14;16;0.93
2020-12-27;Nordrhein-Westfalen;60-79;765;19.34
2020-12-26;Bundesgebiet;05-14;59;0.74
2020-12-26;Nordrhein-Westfalen;00+;2400;13.23
2020-12-26;Nordrhein-Westfalen;60-79;805;20.35
2020-12-25;Bundesgebiet;60-79;4333;23.11
2020-12-25;Nordrhein-Westfalen;00+;2705;14.91
2020-12-25;Nordrhein-Westfalen;15-34;205;4.86
2020-12-24;Bundesgebiet;00+;13156;15.6
2020-12-24;Nordrhein-Westfalen;00-04;19;2.16
2020-12-24;Nordrhein-Westfalen;00+;2903;16.0
2020-12-24;Nordrhein-Westfalen;05-14;21;1.21
2020-12-24;Nordrhein-Westfalen;80+;1111;86.91
2020-12-23;Bundesgebiet;15-34;701;3.68
2020-12-23;Bundesgebiet;60-79;4586;24.46
2020-12-23;Nordrhein-Westfalen;00-04;17;1.93
2020-12-23;Nordrhein-Westfalen;15-34;197;4.67
2020-12-23;Nordrhein-Westfalen;35-59;535;8.8
2020-12-22;Bundesgebiet;05-14;82;1.03
2020-12-22;Bundesgebiet;15-34;706;3.7
2020-12-22;Nordrhein-Westfalen;00+;2841;15.66
2020-12-22;Nordrhein-Westfalen;05-14;19;1.1
2020-12-22;Nordrhein-Westfalen;35-59;547;9.0
2020-12-22;Nordrhein-Westfalen;60-79;959;24.25
2020-12-22;Nordrhein-Westfalen;80+;1100;86.05
2020-12-21;Bundesgebiet;05-14;84;1.06
2020-12-21;Bundesgebiet;35-59;2216;7.77
2020-12-21;Bundesgebiet;80+;5166;84.51
2020-12-20;Bundesgebiet;00-04;78;1.96
2020-12-20;Bundesgebiet;35-59;2200;7.72
2020-12-20;Bundesgebiet;60-79;4385;23.39
2020-12-20;Bundesgebiet;80+;5184;84.8
2020-12-20;Nordrhein-Westfalen;80+;1106;86.52
2020-12-19;Bundesgebiet;15-34;719;3.77
2020-12-19;Bundesgebiet;35-59;2162;7.58
2020-12-19;Nordrhein-Westfalen;15-34;202;4.79
2020-12-19;Nordrhein-Westfalen;35-59;526;8.65
2020-12-18;Bundesgebiet;00+;12305;14.59
2020-12-18;Nordrhein-Westfalen;00+;2748;15.15
2020-12-18;Nordrhein-Westfalen;15-34;191;4.53
2020-12-17;Bundesgebiet;05-14;80;1.01
2020-12-17;Bundesgebiet;60-79;4278;22.82
2020-12-17;Nordrhein-Westfalen;00-04;21;2.39
2020-12-17;Nordrhein-Westfalen;00+;2684;14.8
2020-12-17;Nordrhein-Westfalen;05-14;26;1.5
2020-12-17;Nordrhein-Westfalen;60-79;887;22.43
2020-12-16;Bundesgebiet;00+;11896;14.1
2020-12-16;Nordrhein-Westfalen;15-34;191;4.53
2020-12-16;Nordrhein-Westfalen;35-59;513;8.44
2020-12-16;Nordrhein-Westfalen;80+;1015;79.4
2020-12-15;Bundesgebiet;00-04;68;1.7
2020-12-15;Bundesgebiet;00+;11613;13.77
2020-12-15;Nordrhein-Westfalen;00+;2451;13.51
2020-12-15;Nordrhein-Westfalen;05-14;28;1.62
2020-12-14;Nordrhein-Westfalen;60-79;798;20.18
2020-12-14;Nordrhein-Westfalen;80+;912;71.34
2020-12-13;Bundesgebiet;00+;11207;13.28
2020-12-13;Bundesgebiet;05-14;66;0.83
2020-12-13;Bundesgebiet;15-34;679;3.56
2020-12-13;Nordrhein-Westfalen;05-14;23;1.33
2020-12-13;Nordrhein-Westfalen;15-34;178;4.22
2020-12-12;Bundesgebiet;15-34;679;3.56
2020-12-12;Bundesgebiet;35-59;1924;6.75
2020-12-12;Bundesgebiet;60-79;3838;20.47
2020-12-12;Nordrhein-Westfalen;00+;2321;12.8
2020-12-12;Nordrhein-Westfalen;60-79;782;19.77
2020-12-11;Bundesgebiet;05-14;71;0.89
2020-12-11;Bundesgebiet;15-34;671;3.52
2020-12-11;Bundesgebiet;80+;4165;68.13
2020-12-11;Nordrhein-Westfalen;00-04;20;2.28
2020-12-11;Nordrhein-Westfalen;05-14;22;1.27
2020-12-11;Nordrhein-Westfalen;35-59;474;7.8
2020-12-11;Nordrhein-Westfalen;80+;800;62.58
2020-12-10;Bundesgebiet;60-79;3517;18.76
2020-12-10;Nordrhein-Westfalen;15-34;171;4.05
2020-12-09;Bundesgebiet;00-04;58;1.45
2020-12-09;Nordrhein-Westfalen;05-14;11;0.64
2020-12-09;Nordrhein-Westfalen;80+;767;60.0
2020-12-08;Bundesgebiet;00-04;61;1.53
2020-12-08;Bundesgebiet;05-14;66;0.83
2020-12-08;Bundesgebiet;15-34;620;3.25
2020-12-08;Bundesgebiet;35-59;1744;6.12
2020-12-08;Bundesgebiet;60-79;3314;17.68
2020-12-08;Nordrhein-Westfalen;05-14;12;0.69
2020-12-08;Nordrhein-Westfalen;15-34;160;3.79
2020-12-08;Nordrhein-Westfalen;80+;766;59.92
2020-12-07;Bundesgebiet;05-14;62;0.78
2020-12-07;Bundesgebiet;15-34;612;3.21
2020-12-07;Bundesgebiet;35-59;1696;5.95
2020-12-07;Nordrhein-Westfalen;80+;725;56.72
2020-12-06;Bundesgebiet;00+;9169;10.87
2020-12-06;Bundesgebiet;05-14;62;0.78
2020-12-06;Bundesgebiet;15-34;601;3.15
2020-12-06;Bundesgebiet;35-59;1709;5.99
2020-12-06;Bundesgebiet;80+;3594;58.79
2020-12-06;Nordrhein-Westfalen;05-14;12;0.69
2020-12-06;Nordrhein-Westfalen;35-59;428;7.04
2020-12-06;Nordrhein-Westfalen;60-79;647;16.36
2020-12-06;Nordrhein-Westfalen;80+;722;56.48
2020-12-05;Bundesgebiet;05-14;60;0.76
2020-12-05;Bundesgebiet;35-59;1699;5.96
2020-12-05;Nordrhein-Westfalen;15-34;162;3.84
2020-12-05;Nordrhein-Westfalen;60-79;649;16.41
2020-12-04;Bundesgebiet;15-34;592;3.11
2020-12-04;Bundesgebiet;60-79;3072;16.38
2020-12-04;Nordrhein-Westfalen;00+;1891;10.42
2020-12-04;Nordrhein-Westfalen;15-34;153;3.63
2020-12-03;Bundesgebiet;00+;8635;10.24
2020-12-03;Nordrhein-Westfalen;35-59;401;6.6
2020-12-02;Bundesgebiet;00-04;66;1.65
2020-12-02;Bundesgebiet;35-59;1702;5.97
2020-12-02;Nordrhein-Westfalen;15-34;147;3.48
2020-12-02;Nordrhein-Westfalen;35-59;408;6.71
2020-12-01;Bundesgebiet;00+;8419;9.98
2020-12-01;Bundesgebiet;35-59;1727;6.06
2020-12-01;Nordrhein-Westfalen;00-04;14;1.59
2020-12-01;Nordrhein-Westfalen;35-59;411;6.76
2020-12-01;Nordrhein-Westfalen;60-79;615;15.55
2020-11-30;Bundesgebiet;00-04;61;1.53
2020-11-30;Nordrhein-Westfalen;00-04;14;1.59
2020-11-30;Nordrhein-Westfalen;00+;1829;10.08
2020-11-30;Nordrhein-Westfalen;15-34;146;3.46
2020-11-30;Nordrhein-Westfalen;80+;590;46.15
2020-11-29;Nordrhein-Westfalen;05-14;23;1.33
2020-11-28;Bundesgebiet;05-14;73;0.92
2020-11-28;Bundesgebiet;15-34;570;2.99
2020-11-28;Bundesgebiet;35-59;1745;6.12
2020-11-28;Nordrhein-Westfalen;00-04;14;1.59
2020-11-28;Nordrhein-Westfalen;00+;1779;9.81
2020-11-28;Nordrhein-Westfalen;35-59;424;6.97
2020-11-28;Nordrhein-Westfalen;80+;549;42.95
2020-11-27;Bundesgebiet;05-14;66;0.83
2020-11-27;Bundesgebiet;35-59;1783;6.25
2020-11-27;Nordrhein-Westfalen;05-14;21;1.21
2020-11-27;Nordrhein-Westfalen;80+;567;44.36
2020-11-26;Bundesgebiet;05-14;65;0.82
2020-11-26;Bundesgebiet;15-34;600;3.15
2020-11-26;Nordrhein-Westfalen;15-34;159;3.77
2020-11-26;Nordrhein-Westfalen;60-79;681;17.22
2020-11-26;Nordrhein-Westfalen;80+;576;45.06
2020-11-25;Bundesgebiet;05-14;58;0.73
2020-11-25;Bundesgebiet;35-59;1665;5.84
2020-11-25;Nordrhein-Westfalen;00+;1894;10.44
2020-11-25;Nordrhein-Westfalen;35-59;448;7.37
2020-11-24;Bundesgebiet;00-04;54;1.35
2020-11-24;Bundesgebiet;35-59;1701;5.97
2020-11-24;Nordrhein-Westfalen;05-14;16;0.93
2020-11-23;Bundesgebiet;35-59;1711;6.0
2020-11-23;Nordrhein-Westfalen;00-04;14;1.59
2020-11-23;Nordrhein-Westfalen;15-34;171;4.05
2020-11-23;Nordrhein-Westfalen;35-59;468;7.7
2020-11-22;Bundesgebiet;00-04;59;1.48
2020-11-22;Bundesgebiet;60-79;2911;15.53
2020-11-22;Nordrhein-Westfalen;05-14;11;0.64
2020-11-21;Bundesgebiet;00+;8271;9.8
2020-11-21;Bundesgebiet;15-34;621;3.26
2020-11-21;Bundesgebiet;80+;2894;47.34
2020-11-21;Nordrhein-Westfalen;60-79;686;17.35
2020-11-20;Bundesgebiet;60-79;2895;15.44
2020-11-20;Nordrhein-Westfalen;00+;1970;10.86
2020-11-20;Nordrhein-Westfalen;15-34;180;4.27
2020-11-20;Nordrhein-Westfalen;80+;598;46.78
2020-11-19;Bundesgebiet;00+;8155;9.67
2020-11-19;Bundesgebiet;15-34;627;3.29
2020-11-19;Bundesgebiet;60-79;2841;15.15
2020-11-19;Nordrhein-Westfalen;00+;1966;10.84
2020-11-19;Nordrhein-Westfalen;05-14;11;0.64
2020-11-19;Nordrhein-Westfalen;60-79;661;16.71
2020-11-18;Bundesgebiet;05-14;60;0.76
2020-11-18;Nordrhein-Westfalen;00+;1973;10.88
2020-11-18;Nordrhein-Westfalen;80+;609;47.64
2020-11-17;Bundesgebiet;35-59;1751;6.14
2020-11-17;Bundesgebiet;60-79;2688;14.34
2020-11-17;Nordrhein-Westfalen;05-14;13;0.75
2020-11-17;Nordrhein-Westfalen;35-59;453;7.45
2020-11-16;Bundesgebiet;00+;7658;9.08
2020-11-16;Nordrhein-Westfalen;00-04;22;2.5
2020-11-16;Nordrhein-Westfalen;00+;1845;10.17
2020-11-16;Nordrhein-Westfalen;35-59;454;7.47
2020-11-15;Bundesgebiet;00+;7664;9.08
2020-11-15;Bundesgebiet;35-59;1802;6.32
2020-11-15;Nordrhein-Westfalen;00+;1909;10.52
2020-11-15;Nordrhein-Westfalen;05-14;20;1.16
2020-11-15;Nordrhein-Westfalen;15-34;169;4.01
2020-11-14;Nordrhein-Westfalen;00-04;20;2.28
2020-11-13;Bundesgebiet;15-34;578;3.03
2020-11-13;Bundesgebiet;35-59;1763;6.18
2020-11-13;Bundesgebiet;60-79;2551;13.61
2020-11-13;Bundesgebiet;80+;2260;36.97
2020-11-13;Nordrhein-Westfalen;00-04;22;2.5
2020-11-13;Nordrhein-Westfalen;05-14;22;1.27
2020-11-13;Nordrhein-Westfalen;60-79;606;15.32
2020-11-12;Bundesgebiet;35-59;1741;6.11
2020-11-12;Bundesgebiet;80+;2169;35.48
2020-11-12;Nordrhein-Westfalen;05-14;22;1.27
2020-11-11;Bundesgebiet;05-14;64;0.81
2020-11-11;Bundesgebiet;15-34;588;3.09
2020-11-11;Nordrhein-Westfalen;00-04;20;2.28
2020-11-11;Nordrhein-Westfalen;00+;1721;9.49
2020-11-11;Nordrhein-Westfalen;60-79;583;14.74
2020-11-10;Bundesgebiet;00-04;57;1.43
2020-11-10;Bundesgebiet;00+;6949;8.24
2020-11-10;Bundesgebiet;05-14;58;0.73
2020-11-10;Bundesgebiet;35-59;1734;6.08
2020-11-10;Bundesgebiet;80+;2071;33.88
2020-11-10;Nordrhein-Westfalen;00+;1752;9.66
2020-11-10;Nordrhein-Westfalen;05-14;24;1.39
2020-11-10;Nordrhein-Westfalen;15-34;175;4.15
2020-11-10;Nordrhein-Westfalen;35-59;482;7.93
2020-11-09;Bundesgebiet;00+;6947;8.24
2020-11-09;Bundesgebiet;05-14;59;0.74
2020-11-09;Bundesgebiet;60-79;2422;12.92
2020-11-09;Nordrhein-Westfalen;15-34;184;4.36
2020-11-08;Bundesgebiet;15-34;593;3.11
2020-11-08;Bundesgebiet;80+;2090;34.19
2020-11-08;Nordrhein-Westfalen;15-34;167;3.96
2020-11-08;Nordrhein-Westfalen;60-79;579;14.64
2020-11-07;Bundesgebiet;00-04;64;1.6
2020-11-07;Bundesgebiet;05-14;61;0.77
2020-11-07;Bundesgebiet;60-79;2370;12.64
2020-11-07;Nordrhein-Westfalen;05-14;19;1.1
2020-11-07;Nordrhein-Westfalen;35-59;507;8.34
2020-11-07;Nordrhein-Westfalen;80+;472;36.92
2020-11-06;Bundesgebiet;00-04;66;1.65
2020-11-06;Bundesgebiet;60-79;2344;12.5
2020-11-06;Nordrhein-Westfalen;00+;1827;10.07
2020-11-05;Bundesgebiet;05-14;62;0.78
2020-11-05;Bundesgebiet;15-34;565;2.96
2020-11-05;Nordrhein-Westfalen;00+;1801;9.93
2020-11-05;Nordrhein-Westfalen;15-34;177;4.2
2020-11-05;Nordrhein-Westfalen;35-59;520;8.55
2020-11-04;Bundesgebiet;15-34;573;3.01
2020-11-04;Bundesgebiet;35-59;1618;5.68
2020-11-04;Bundesgebiet;60-79;2286;12.19
2020-11-04;Nordrhein-Westfalen;00-04;22;2.5
2020-11-04;Nordrhein-Westfalen;15-34;174;4.12
2020-11-03;Bundesgebiet;00-04;64;1.6
2020-11-03;Bundesgebiet;35-59;1579;5.54
