Geo Point;Geo Shape;Kommune;Gewerbegebiet;Größe;Verfügbarkeit;Art;Exposelink;blockiert;Frei parzellierbar;Geplant;24h-Betrieb;code
51.244315034917, 6.694438902930434;"{""coordinates"": [[[6.694501150602012, 51.24431571762942], [6.694377711302191, 51.24430475525278], [6.694375698177638, 51.2443140317157], [6.694499071900444, 51.244325454651516], [6.694501150602012, 51.24431571762942]]], ""type"": ""Polygon""}";Meerbusch;Im Bachgrund;9;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220080
51.24425953991991, 6.693827902342746;"{""coordinates"": [[[6.693888990956702, 51.244261352785806], [6.69376678234882, 51.24425049949153], [6.693765310908385, 51.24425731176162], [6.693887385667289, 51.24426870996825], [6.693888990956702, 51.244261352785806]]], ""type"": ""Polygon""}";Meerbusch;Im Bachgrund;6;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220080
51.245709951746505, 6.694137294512412;"{""coordinates"": [[[6.693960804077146, 51.245819928422556], [6.694079803902833, 51.245837475856085], [6.694126730096645, 51.24579512020331], [6.694216608337452, 51.245800668131366], [6.694314405227487, 51.245631390231814], [6.694098555336073, 51.245581277600934], [6.693960804077146, 51.245819928422556]]], ""type"": ""Polygon""}";Meerbusch;Im Bachgrund;393;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220080
51.245026580571, 6.69552542626278;"{""coordinates"": [[[6.695560833853879, 51.24501275948716], [6.695503084757523, 51.24500736891859], [6.695494743001795, 51.24504194030068], [6.695542082420638, 51.24504649017111], [6.695560833853879, 51.24501275948716]]], ""type"": ""Polygon""}";Meerbusch;Im Bachgrund;14;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220080
51.245037180949204, 6.695136453569892;"{""coordinates"": [[[6.695542082420638, 51.24504649017111], [6.695174998456197, 51.245011453739224], [6.695120324293059, 51.24497163909404], [6.694828299960498, 51.244944378621724], [6.694802264986933, 51.24505293567952], [6.695501269262334, 51.24511990435714], [6.695542082420638, 51.24504649017111]]], ""type"": ""Polygon""}";Meerbusch;Im Bachgrund;508;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220080
51.24507673182862, 6.694136143223384;"{""coordinates"": [[[6.693646992903998, 51.24486585642703], [6.693569568007975, 51.24517821184552], [6.694616110703866, 51.24529501554478], [6.694694026978349, 51.244965650192846], [6.693646992903998, 51.24486585642703]]], ""type"": ""Polygon""}";Meerbusch;Im Bachgrund;2673;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220080
51.28481092914219, 6.643453435371863;"{""coordinates"": [[[6.643463795332837, 51.284856519417744], [6.643472399396627, 51.28476669463517], [6.643442729839424, 51.28476565071524], [6.643435049243744, 51.28485559517397], [6.643463795332837, 51.284856519417744]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;20;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.2838590028185, 6.644252514747151;"{""coordinates"": [[[6.644915298558808, 51.283723461810936], [6.643647163940207, 51.28362995628025], [6.643578335023138, 51.283992651832435], [6.644869815059343, 51.28408770679569], [6.644915298558808, 51.283723461810936]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;3652;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28465536216018, 6.643470803319882;"{""coordinates"": [[[6.643472399396627, 51.28476669463517], [6.643500956839509, 51.28454237940686], [6.6434743667071, 51.28454041179357], [6.643442729839424, 51.28476565071524], [6.643472399396627, 51.28476669463517]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;48;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28540829214273, 6.641145675835861;"{""coordinates"": [[[6.640593455217884, 51.28545375960564], [6.640513047915118, 51.285564267249555], [6.641386440339995, 51.28577834527551], [6.641413468850264, 51.28576324416347], [6.641602361198315, 51.28548578464573], [6.641689826564269, 51.28531364417421], [6.641706156139505, 51.285246534020914], [6.641677449576285, 51.28520207516185], [6.641609579161624, 51.285171843899676], [6.640886317678606, 51.285051432181035], [6.640593455217884, 51.28545375960564]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;4281;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.285881676698054, 6.640547662022999;"{""coordinates"": [[[6.6400967946636, 51.28613624939133], [6.640466776593148, 51.286225633826994], [6.640851051617181, 51.28569786681996], [6.641356114114318, 51.285825481298886], [6.641379943723861, 51.28581049537927], [6.641413468850264, 51.28576324416347], [6.641361839077623, 51.285778389098944], [6.640513047915118, 51.285564267249555], [6.6400967946636, 51.28613624939133]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;2120;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220081
51.28430884534282, 6.642411923164176;"{""coordinates"": [[[6.641555745821592, 51.28417769528337], [6.641512624891325, 51.28437761481885], [6.643220686064126, 51.28450374180416], [6.643306878517322, 51.28423850857218], [6.641676676126825, 51.284118627611036], [6.641555745821592, 51.28417769528337]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;3609;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28495310802854, 6.642940235110541;"{""coordinates"": [[[6.64301698588693, 51.28471499528674], [6.642724922028496, 51.28469346679701], [6.642634724885762, 51.285175323414634], [6.643078167445984, 51.285194505408946], [6.643146372033931, 51.28517897429247], [6.643193790504518, 51.28514441173841], [6.643209095102015, 51.28510650391991], [6.643224574870991, 51.28473032597901], [6.64301698588693, 51.28471499528674]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;1955;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28387844193138, 6.642572610018296;"{""coordinates"": [[[6.641569817032202, 51.28411080933768], [6.643306878517322, 51.28423850857218], [6.643425445355042, 51.283613532954135], [6.64200647731203, 51.28350968885196], [6.641569817032202, 51.28411080933768]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;7757;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28443501450301, 6.643259417917337;"{""coordinates"": [[[6.643220686064126, 51.28450374180416], [6.643257561906538, 51.28450646286603], [6.643306878517322, 51.28423850857218], [6.643257586161051, 51.28441591485238], [6.643220686064126, 51.28450374180416]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;27;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28579462081447, 6.639934401124737;"{""coordinates"": [[[6.639880202763762, 51.285273813299305], [6.63945135513196, 51.28598031247988], [6.6400967946636, 51.28613624939133], [6.64044498436267, 51.28565775929092], [6.639814022080149, 51.28549927785593], [6.639946885605617, 51.285290647864116], [6.639880202763762, 51.285273813299305]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;3066;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220081
51.285439019782764, 6.642834718781765;"{""coordinates"": [[[6.642490987253781, 51.285261717332276], [6.642432556336125, 51.285596656847574], [6.643263748603901, 51.28557266509597], [6.643227468344521, 51.28536431186483], [6.643166730553215, 51.285305630582286], [6.643107860359386, 51.28529131645966], [6.642490987253781, 51.285261717332276]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;1849;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.286274466795476, 6.640992465008085;"{""coordinates"": [[[6.640917927596823, 51.28633462603763], [6.64092330760706, 51.286335926117395], [6.641136159820371, 51.286152848231396], [6.640917927596823, 51.28633462603763]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;4;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28409406570236, 6.640623795148377;"{""coordinates"": [[[6.640641485441179, 51.283933280516855], [6.640641485441179, 51.283933280516855], [6.640465066200847, 51.28422472900582], [6.640596928104773, 51.28425799885574], [6.640786177083994, 51.28396894860141], [6.640641485441179, 51.283933280516855]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;360;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220081
51.28348834164368, 6.642034415216804;"{""coordinates"": [[[6.64200647731203, 51.28350968885196], [6.642041939206186, 51.283512291980706], [6.642054829132197, 51.283443044098384], [6.64200647731203, 51.28350968885196]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;9;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.284194851825596, 6.643966989359135;"{""coordinates"": [[[6.643515654175872, 51.284323010232704], [6.644014193107417, 51.28436308072116], [6.644076921565392, 51.28402939583362], [6.643934485592257, 51.28401888510936], [6.643872407514547, 51.28434907644956], [6.643515654175872, 51.284323010232704]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;384;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28385288759698, 6.641381957838445;"{""coordinates"": [[[6.640985641704625, 51.28401810861807], [6.640786177083994, 51.28396894860141], [6.640596928104773, 51.28425799885574], [6.641328844855553, 51.28444233948025], [6.642054829132197, 51.283443044098384], [6.642068470948103, 51.28337066481868], [6.641486961820288, 51.2832237989036], [6.640985641704625, 51.28401810861807]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;6094;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.283246516185244, 6.641264365543086;"{""coordinates"": [[[6.641126132825169, 51.28313261513212], [6.641043148255853, 51.283269713234674], [6.641400854707043, 51.28336026856488], [6.641486961820288, 51.2832237989036], [6.641126132825169, 51.28313261513212]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;441;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220081
51.28378118512715, 6.640933849688635;"{""coordinates"": [[[6.640760122347492, 51.283737289286115], [6.640723397422047, 51.283797960444794], [6.64106929911209, 51.283885635751744], [6.64114550140101, 51.28376479252082], [6.640796847272937, 51.283676618047295], [6.640760122347492, 51.283737289286115]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;377;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620220081
51.28298100529874, 6.642016286897591;"{""coordinates"": [[[6.642571275080615, 51.28273218561981], [6.642096447180995, 51.282646842149575], [6.641888283275152, 51.28259445099066], [6.641486961820288, 51.2832237989036], [6.642101394203265, 51.283378970919784], [6.642571275080615, 51.28273218561981]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;3682;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.28264572529248, 6.641729893753437;"{""coordinates"": [[[6.64167218365209, 51.28254001172435], [6.641571089944961, 51.282696681204676], [6.641788116629397, 51.28275149955163], [6.641888283275152, 51.28259445099066], [6.64167218365209, 51.28254001172435]]], ""type"": ""Polygon""}";Meerbusch;Fritz-Wendt-Straße;306;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220081
51.27452647806951, 6.644143710960118;"{""coordinates"": [[[6.643580481098352, 51.27457308855487], [6.64461264446149, 51.27473240850397], [6.644712488612059, 51.27448866955101], [6.643664444831328, 51.27432103483737], [6.643580481098352, 51.27457308855487]]], ""type"": ""Polygon""}";Meerbusch;Bundenrott;2094;Nicht verfügbare Fläche;Gewerbefläche;;0;;;0;051620220082
51.27503209173632, 6.64545351218131;"{""coordinates"": [[[6.645845713342975, 51.275295079994926], [6.645997685831166, 51.27532176444114], [6.646133226336181, 51.27494126740976], [6.644918234253157, 51.27474485285797], [6.644764126469535, 51.2751202201736], [6.645845713342975, 51.275295079994926]]], ""type"": ""Polygon""}";Meerbusch;Bundenrott;3807;Nicht verfügbare Fläche;Gewerbefläche;;0;;;0;051620220082
51.276572374006456, 6.64480039946139;"{""coordinates"": [[[6.645398612842917, 51.27656767771907], [6.644246518101141, 51.276381344832586], [6.644229670197987, 51.276431000745745], [6.644261394202246, 51.27645339963997], [6.64420965124188, 51.2765795933415], [6.645330747818146, 51.27676083641094], [6.645398612842917, 51.27656767771907]]], ""type"": ""Polygon""}";Meerbusch;Bundenrott;1788;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220082
51.274210367575925, 6.644259584475422;"{""coordinates"": [[[6.643659832880659, 51.27433513095914], [6.643664444831328, 51.27432103483737], [6.643731955919875, 51.27433050474766], [6.644712488612059, 51.27448866955101], [6.644869351528656, 51.274105624900315], [6.643792462844153, 51.273927667392144], [6.643659832880659, 51.27433513095914]]], ""type"": ""Polygon""}";Meerbusch;Bundenrott;3371;Nicht verfügbare Fläche;Gewerbefläche;;0;;;0;051620220082
51.27554134564356, 6.6452418208734105;"{""coordinates"": [[[6.644521634343424, 51.27571626747713], [6.644543613423482, 51.275762748464516], [6.644596837705751, 51.27578782823977], [6.645649080212119, 51.27596452818404], [6.64577820584769, 51.27579615987643], [6.645870955104144, 51.27562380326073], [6.645997684932851, 51.275321765003106], [6.644764126469535, 51.2751202201736], [6.644521634343424, 51.27571626747713]]], ""type"": ""Polygon""}";Meerbusch;Bundenrott;6554;Nicht verfügbare Fläche;Gewerbefläche;;0;;;0;051620220082
51.24640777170108, 6.71153555024588;"{""coordinates"": [[[6.711099467633764, 51.24592023745865], [6.710807075890251, 51.24608572141659], [6.711971988692815, 51.24689538394304], [6.712264022906846, 51.24672997993578], [6.711099467633764, 51.24592023745865]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;3334;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.246822498945555, 6.706950778762626;"{""coordinates"": [[[6.706942642115586, 51.246660664240295], [6.706933786523515, 51.24667751689126], [6.706937254020513, 51.24712245219635], [6.706977656648731, 51.246641240666754], [6.706942642115586, 51.246660664240295]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;84;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24423919179078, 6.7080898569093;"{""coordinates"": [[[6.707936321651953, 51.24425290914802], [6.708252768482144, 51.24429273734935], [6.708080480593803, 51.24417192887499], [6.707936321651953, 51.24425290914802]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;121;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24785770087878, 6.708224452733358;"{""coordinates"": [[[6.706929007486204, 51.247533569453424], [6.706917834240701, 51.24809054219178], [6.706943956350847, 51.24841184995547], [6.707979978876446, 51.248756518705534], [6.709090584028508, 51.24916617740233], [6.710182944397151, 51.248547432263784], [6.708511891119109, 51.24738678015901], [6.708956914714231, 51.24713437208048], [6.70767628812329, 51.246247960178394], [6.707176936216414, 51.24653076984998], [6.707133154126097, 51.24712103517058], [6.707026393846156, 51.24740011811645], [6.706929007486204, 51.247533569453424]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;38879;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.246445646891935, 6.707082326680616;"{""coordinates"": [[[6.707133396671224, 51.24638264746602], [6.707070960165717, 51.24641647498905], [6.707016535734228, 51.24652004586232], [6.707130079192879, 51.24642995212102], [6.707133396671224, 51.24638264746602]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;41;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24646308937667, 6.707102821887418;"{""coordinates"": [[[6.707050315982173, 51.24650131275761], [6.707128081339688, 51.24645823738438], [6.707130079192879, 51.24642995212102], [6.707121436501531, 51.246437425919154], [6.707050315982173, 51.24650131275761]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;8;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.24642278970245, 6.707159874971045;"{""coordinates"": [[[6.707128081339688, 51.24645823738438], [6.707184703948676, 51.246426886350775], [6.707187996274192, 51.24638208177123], [6.707130079192879, 51.24642995212102], [6.707128081339688, 51.24645823738438]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;15;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.24427427145999, 6.707168257891893;"{""coordinates"": [[[6.707193601761565, 51.244201119781906], [6.707151764523838, 51.24420084929275], [6.707159407390275, 51.2444208453053], [6.707193601761565, 51.244201119781906]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;35;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.244679347162595, 6.7073736927392735;"{""coordinates"": [[[6.707643644244181, 51.244361725392146], [6.707626370539582, 51.24436993451191], [6.70745993068374, 51.24420284168999], [6.707193601761565, 51.244201119781906], [6.707159407390275, 51.2444208453053], [6.70718615293123, 51.245172818484676], [6.707519232068906, 51.24517710966778], [6.707619152576273, 51.24452220503894], [6.707546994502761, 51.244471605896436], [6.707634389800122, 51.24442251434476], [6.707643644244181, 51.244361725392146]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;2998;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24447210842671, 6.707600178959719;"{""coordinates"": [[[6.707546994502761, 51.244471605896436], [6.707619152576273, 51.24452220503894], [6.707634389800122, 51.24442251434476], [6.707546994502761, 51.244471605896436]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;30;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.246338863941446, 6.7072319927322726;"{""coordinates"": [[[6.70731758903371, 51.24628285340084], [6.707190323809094, 51.246351804719275], [6.707187996274192, 51.24638208177123], [6.707196358691172, 51.246375501492075], [6.70731758903371, 51.24628285340084]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;14;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24676258051469, 6.712902217550486;"{""coordinates"": [[[6.710619530116809, 51.247875024479164], [6.710914341023383, 51.24807978201832], [6.71316874317894, 51.24680458523082], [6.713144646769758, 51.246787748933585], [6.715268921668206, 51.245584601537274], [6.715000632622081, 51.24539772688725], [6.710619530116809, 51.247875024479164]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;12107;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24647530099296, 6.709050238268819;"{""coordinates"": [[[6.708184372553042, 51.24659969324315], [6.708538597134191, 51.246844915619256], [6.708906414123904, 51.24663613482184], [6.709081838929218, 51.24675826220305], [6.708821632025704, 51.24690593802423], [6.708946368492795, 51.24699236454988], [6.709210595357206, 51.2468422491205], [6.709163881165801, 51.24680977315512], [6.709851113917719, 51.24641967346759], [6.709598357641172, 51.2462439705001], [6.709641137211632, 51.246220080220475], [6.709505889557402, 51.246126435378045], [6.709467852193326, 51.246147630488785], [6.709248683026937, 51.245995154470975], [6.708184372553042, 51.24659969324315]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;5777;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24397427911389, 6.712427937771255;"{""coordinates"": [[[6.712340006905152, 51.244213661817035], [6.712972119031237, 51.24385438680068], [6.712703378132525, 51.243667498372275], [6.712640912880929, 51.24368102354751], [6.712278880143328, 51.243885972963696], [6.712233075945307, 51.2438542349657], [6.711916422502601, 51.24407086079097], [6.71204464712794, 51.24414170604052], [6.711999548107417, 51.24416717028697], [6.712189485196146, 51.24429919814673], [6.712340006905152, 51.244213661817035]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;2277;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24438499284323, 6.709434395535018;"{""coordinates"": [[[6.708932638641994, 51.24437816724871], [6.709991075032246, 51.244511287136675], [6.710148378123333, 51.2444201316897], [6.708848054173155, 51.24425664987938], [6.708755755870974, 51.24430933275109], [6.708818025289839, 51.24435209466105], [6.708801126182713, 51.244361654536604], [6.708932638641994, 51.24437816724871]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;1093;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24446161930108, 6.710088565594064;"{""coordinates"": [[[6.710174431063203, 51.24442340903534], [6.710148378123333, 51.2444201316897], [6.709991075032246, 51.244511287136675], [6.710002954353564, 51.24451277959691], [6.710174431063203, 51.24442340903534]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;16;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.24412858811624, 6.710724384069383;"{""coordinates"": [[[6.710695848288402, 51.244146399961146], [6.710750167617003, 51.24411748457029], [6.710751916636861, 51.244110843795816], [6.710697386204169, 51.244140619021344], [6.710695848288402, 51.244146399961146]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;2;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.243581325406886, 6.710863496696288;"{""coordinates"": [[[6.710751916636861, 51.244110843795816], [6.710897618884369, 51.2435585382098], [6.711007421758177, 51.24302720096974], [6.710952830240045, 51.24305823377476], [6.71094833956194, 51.243134396578796], [6.710854284155062, 51.24355085643464], [6.710697386204169, 51.244140619021344], [6.710751916636861, 51.244110843795816]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;390;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24328155921692, 6.709455755035611;"{""coordinates"": [[[6.710390737298781, 51.2422385356624], [6.709847809914105, 51.24236518774035], [6.709917927015291, 51.24254244022766], [6.709927183255979, 51.24271049903994], [6.709869136817264, 51.24285386159225], [6.709657263767614, 51.24302325712573], [6.709074875189136, 51.243349319038025], [6.707993867729054, 51.2438631611744], [6.708271622323327, 51.24406327582546], [6.708189825326817, 51.244102150447546], [6.708316606359494, 51.24418986214545], [6.708446593479422, 51.244206165725956], [6.710124120915716, 51.24324837961374], [6.710233225798548, 51.243168868706256], [6.710367312829433, 51.24303598618616], [6.710462563893954, 51.24289047372332], [6.71051388374782, 51.242746889150816], [6.710527530055301, 51.24263628694633], [6.710507170637703, 51.242470528513245], [6.710466810230302, 51.2423625558488], [6.710390737298781, 51.2422385356624]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;10946;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24415027901454, 6.708192335798313;"{""coordinates"": [[[6.708163325025935, 51.24411474480809], [6.708070575769479, 51.24415882448045], [6.708316606359494, 51.24418986214545], [6.708189825326817, 51.244102150447546], [6.708163325025935, 51.24411474480809]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;68;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.2445662290333, 6.710623749227248;"{""coordinates"": [[[6.710573424084852, 51.244607207694095], [6.710659255415304, 51.24455862239598], [6.710697308949054, 51.24453706777785], [6.710601836000659, 51.24456091619364], [6.710582496170906, 51.244572047212124], [6.710573424084852, 51.244607207694095]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;19;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.2434021887615, 6.712667860469588;"{""coordinates"": [[[[6.712638843162513, 51.24339161114738], [6.712582186417544, 51.24346951333034], [6.713524326911115, 51.242935873872575], [6.713485334637892, 51.242912092660156], [6.712638843162513, 51.24339161114738]]], [[[6.712279536811802, 51.24363232592485], [6.711754320611266, 51.24390958946609], [6.711125372351612, 51.24429466057401], [6.71246087163337, 51.24353823099015], [6.712279536811802, 51.24363232592485]]]], ""type"": ""MultiPolygon""}";Meerbusch;Areal Böhler;465;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.243663487782115, 6.7104877405886745;"{""coordinates"": [[[6.710220113988662, 51.24396079375363], [6.710524337442782, 51.24417059217406], [6.710638282448365, 51.24416257140529], [6.710697386204169, 51.244140619021344], [6.710854284155062, 51.24355085643464], [6.71094833956194, 51.243134396578796], [6.710952830240045, 51.24305823377476], [6.709834896631895, 51.24369518811494], [6.710220113988662, 51.24396079375363]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;4592;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.246160009891575, 6.707850481556962;"{""coordinates"": [[[6.707704384730431, 51.24626748344908], [6.707894449379929, 51.246140285415706], [6.708245542433999, 51.2459256043025], [6.70767628812329, 51.246247960178394], [6.707704384730431, 51.24626748344908]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;61;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.249321396993544, 6.708847030392678;"{""coordinates"": [[[6.708675445586258, 51.24943742488757], [6.709082694125367, 51.24920291102314], [6.709046930397276, 51.24919094950368], [6.708624764434559, 51.249430047727444], [6.708648240107879, 51.24945163154029], [6.708675445586258, 51.24943742488757]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;114;Nicht verfügbare Fläche;Andere Fläche;;;;;;051620220083
51.2414771213913, 6.7104484988068895;"{""coordinates"": [[[6.710133177730411, 51.241392843719716], [6.710280917356982, 51.24151431354185], [6.710046231590691, 51.241626974501834], [6.710206244000674, 51.24184348428219], [6.710926815029417, 51.241412307189364], [6.710499271751409, 51.241145246004145], [6.710133177730411, 51.241392843719716]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;2211;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.23980449006254, 6.708033369219342;"{""coordinates"": [[[6.707956842766303, 51.23980706938303], [6.7080276246208, 51.239857684342574], [6.708103885300215, 51.23980464543359], [6.708050356489065, 51.23974977809476], [6.707956842766303, 51.23980706938303]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;61;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.24170104412525, 6.710745086329784;"{""coordinates"": [[[6.711153653113387, 51.24144933775469], [6.711103668156033, 51.24141495825625], [6.711035517467002, 51.24140265447021], [6.710994890259964, 51.24145230431525], [6.710298196451472, 51.24187999092844], [6.710426572892096, 51.24195713534065], [6.710528414895855, 51.24195004660373], [6.710774162516556, 51.24180496148612], [6.710922283028809, 51.24167487060889], [6.711145086778838, 51.24154686973018], [6.711167456626042, 51.24151988223198], [6.711153653113387, 51.24144933775469]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;1207;Nicht verfügbare Fläche;Andere Fläche;;;;;;051620220083
51.24091960307839, 6.709681638124591;"{""coordinates"": [[[6.709784058275021, 51.24110579581223], [6.710106481596798, 51.241370893950524], [6.710215753566272, 51.241296784861206], [6.709222197997415, 51.24043965451804], [6.709132856949148, 51.24050669290069], [6.709784058275021, 51.24110579581223]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;1282;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.2415965455124, 6.711207922379289;"{""coordinates"": [[[6.71126501905579, 51.241531100592944], [6.711160942043602, 51.241454688811196], [6.711172342562874, 51.24155234843557], [6.711142218458136, 51.24172835895085], [6.711252953783208, 51.241665873678194], [6.71126501905579, 51.241531100592944]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;150;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620220083
51.24032795439532, 6.709114074551565;"{""coordinates"": [[[6.708845761672551, 51.24033430290784], [6.709092403116959, 51.24053710146356], [6.70937977956624, 51.24032125984577], [6.709142591093568, 51.24011825562583], [6.708845761672551, 51.24033430290784]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;864;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
51.240114956677736, 6.708865023205322;"{""coordinates"": [[[6.708588656651713, 51.24011121272212], [6.708845761672551, 51.24033430290784], [6.709142591093568, 51.24011825562583], [6.708894486293562, 51.23989246768345], [6.708588656651713, 51.24011121272212]]], ""type"": ""Polygon""}";Meerbusch;Areal Böhler;959;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620220083
