Geo Point;Geo Shape;Kommune;Gewerbegebiet;Größe;Verfügbarkeit;Art;Exposelink;blockiert;Frei parzellierbar;Geplant;24h-Betrieb;code
51.089436560500225, 6.606526138156732;"{""coordinates"": [[[6.6070907840017, 51.089046204188456], [6.607090801968006, 51.08904584476601], [6.605818419216426, 51.08947588636569], [6.606163640881798, 51.08978750337371], [6.607048479640026, 51.08948197335638], [6.6070907840017, 51.089046204188456]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;3589;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.090452478172395, 6.604359897808818;"{""coordinates"": [[[6.604154854294594, 51.090452669976344], [6.604177111852389, 51.090521016793176], [6.604349459029538, 51.09049937257342], [6.604582612269954, 51.090417737082234], [6.604564346825283, 51.090365568178065], [6.604406887427337, 51.09042042956732], [6.604154854294594, 51.090452669976344]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;207;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080023
51.089550946236265, 6.6058896460810095;"{""coordinates"": [[[6.605818419216426, 51.08947588636569], [6.605806938747095, 51.08947976662486], [6.605938547326111, 51.089611762386895], [6.605965044932047, 51.08960835666094], [6.605818419216426, 51.08947588636569]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;23;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.09090403899, 6.604704575411389;"{""coordinates"": [[[6.604283981726794, 51.09087774464258], [6.60436065742787, 51.091182352537], [6.605194774610211, 51.09091209660717], [6.604970510199529, 51.09063907327683], [6.604347522261786, 51.090842114692954], [6.604283981726794, 51.09087774464258]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;2048;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.08720772728319, 6.578059784060129;"{""coordinates"": [[[6.578059806793931, 51.087201437057836], [6.578025192011089, 51.08719382512286], [6.578105222919751, 51.0872300407685], [6.578059806793931, 51.087201437057836]]], ""type"": ""Polygon""}";Grevenbroich;Bergheimer Straße/Markgrafenstraße;3;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080024
51.089135629050546, 6.578314259737075;"{""coordinates"": [[[6.578229370092016, 51.088985353984846], [6.578357038660195, 51.08921930329413], [6.578364620441192, 51.0892204498305], [6.578280262347807, 51.08907024034665], [6.578229370092016, 51.088985353984846]]], ""type"": ""Polygon""}";Grevenbroich;Bergheimer Straße/Markgrafenstraße;7;Nicht verfügbare Fläche;Schienenfläche;;;;;;051620080024
51.10419034845781, 6.590245868345235;"{""coordinates"": [[[6.590275650491288, 51.10417414703048], [6.590183586649395, 51.10421837873603], [6.590278367895023, 51.10417851960694], [6.590275650491288, 51.10417414703048]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;2;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080026
51.106267035604056, 6.590770033727968;"{""coordinates"": [[[6.590584836239037, 51.10610430997363], [6.590936321856886, 51.106428980528335], [6.59096768294177, 51.10644662226671], [6.590657479402804, 51.10615040904016], [6.590584836239037, 51.10610430997363]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;43;Nicht verfügbare Fläche;Grünfläche;;;;;;051620080026
51.105390358242275, 6.590457609271186;"{""coordinates"": [[[6.589940418091875, 51.10550041590895], [6.590098238612566, 51.10565051280079], [6.590975468640337, 51.10527995686637], [6.590816319511342, 51.10513046342877], [6.589940418091875, 51.10550041590895]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;1480;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.10622868831607, 6.591161679087091;"{""coordinates"": [[[6.591181694880112, 51.10656708597686], [6.591696220230452, 51.106279343594494], [6.591129140741047, 51.10588362255615], [6.590657479402804, 51.10615040904016], [6.59096768294177, 51.10644662226671], [6.591181694880112, 51.10656708597686]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;2840;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080026
51.10565824448864, 6.592165106464223;"{""coordinates"": [[[6.592332223858347, 51.105923657886436], [6.592567956161944, 51.10579182149186], [6.591997792756167, 51.1053924768158], [6.591762700053053, 51.10552539279655], [6.592332223858347, 51.105923657886436]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;1319;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.10448151176341, 6.590365162558166;"{""coordinates"": [[[6.589969288148477, 51.104334274888224], [6.590442889847733, 51.10477944260252], [6.590770477584077, 51.104641601993684], [6.590278367895023, 51.10417851960694], [6.589969288148477, 51.104334274888224]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;1686;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.10454006504552, 6.589954821629944;"{""coordinates"": [[[6.589919824213988, 51.10435784565123], [6.589792690143402, 51.104411562894605], [6.589633151145573, 51.10445305306831], [6.58994490338009, 51.10474633339077], [6.590265041387783, 51.1046113084336], [6.589969288148477, 51.104334274888224], [6.589919824213988, 51.10435784565123]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;1007;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080026
51.10410331119203, 6.5911777005992995;"{""coordinates"": [[[6.591040498582069, 51.10386708305419], [6.590998175355774, 51.103885070411884], [6.590974714953814, 51.103992080633724], [6.592370984366227, 51.10501404640067], [6.591041014215043, 51.10403777906833], [6.590997618400298, 51.103957123559816], [6.591013081101282, 51.10389764446705], [6.591040498582069, 51.10386708305419]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;34;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080026
51.103364005318596, 6.588695982270069;"{""coordinates"": [[[6.588111473326236, 51.103262262890695], [6.588623937043, 51.103745042519655], [6.589280643244932, 51.10346646388102], [6.588767497706869, 51.10298254078818], [6.588111473326236, 51.103262262890695]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;3587;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.103625792691105, 6.588095470844055;"{""coordinates"": [[[6.58792644463222, 51.10334119807598], [6.58782207476925, 51.10338580906785], [6.587784529681951, 51.10346209744192], [6.588252575301174, 51.10390257323402], [6.588438808635987, 51.10382357357611], [6.58792644463222, 51.10334119807598]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;996;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.104578736063175, 6.589331840484695;"{""coordinates"": [[[6.589188414113027, 51.10463721141136], [6.589192684703888, 51.10464116598136], [6.589611750580559, 51.104459086194595], [6.589312591828013, 51.104584830671456], [6.589188414113027, 51.10463721141136]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;9;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080026
51.104240697421254, 6.591947521372848;"{""coordinates"": [[[6.592277759900987, 51.1039060918476], [6.591653011265286, 51.103607768531695], [6.591040498582069, 51.10386708305419], [6.591013081101282, 51.10389764446705], [6.590997618400298, 51.103957123559816], [6.591011235063375, 51.104003354501586], [6.591048825964753, 51.10404387485941], [6.592314133585155, 51.1049724055656], [6.5926814645863, 51.10476451331166], [6.592666388160887, 51.10424877746823], [6.592277759900987, 51.1039060918476]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;9678;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.10573645388964, 6.592026068934702;"{""coordinates"": [[[6.592289523339632, 51.105947538058906], [6.592332223858347, 51.105923657886436], [6.591762700053053, 51.10552539279655], [6.59172010194228, 51.1055494232097], [6.592289523339632, 51.105947538058906]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;238;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080026
51.104872063437014, 6.5903180286191;"{""coordinates"": [[[6.590123000673374, 51.104914203657735], [6.590178698915935, 51.104966697398076], [6.590451267536073, 51.1048516427014], [6.590530145906225, 51.10486163201896], [6.590442889847733, 51.10477944260252], [6.590123000673374, 51.104914203657735]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;196;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080026
51.10524062993876, 6.590299229772045;"{""coordinates"": [[[6.58978270716565, 51.105350500715744], [6.589940418091875, 51.10550041590895], [6.590816319511342, 51.10513046342877], [6.590657401249373, 51.10498106370371], [6.58978270716565, 51.105350500715744]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;1476;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.10367989327114, 6.591925761943988;"{""coordinates"": [[[6.592277759900987, 51.1039060918476], [6.591846514665692, 51.10352581943411], [6.591653011265286, 51.103607768531695], [6.592277759900987, 51.1039060918476]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;424;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.10487298968705, 6.591378531282711;"{""coordinates"": [[[6.590998175355774, 51.103885070411884], [6.590694410940764, 51.10402721648811], [6.590635077216249, 51.10403885867829], [6.590777891380117, 51.10404836082415], [6.590926619153502, 51.1041218357091], [6.591194550670144, 51.10431781291312], [6.591228648921698, 51.10435754218929], [6.591234187933739, 51.1044027969153], [6.591209597451153, 51.104445272500215], [6.590442889847733, 51.10477944260252], [6.591434276883494, 51.1057109671179], [6.592390725742909, 51.10517060940032], [6.592261627056799, 51.105071496308256], [6.592370932263939, 51.105014074039], [6.590974714953814, 51.103992080633724], [6.590998175355774, 51.103885070411884]], [[6.590750402034108, 51.10485996807292], [6.590750366999812, 51.10481761413983], [6.590775948324158, 51.10477875558901], [6.590822967942758, 51.104748972020786], [6.591306053156469, 51.10454536556761], [6.591424397211998, 51.104528111736485], [6.591530985913721, 51.104564748692844], [6.592151273515721, 51.10501886675146], [6.592184270432737, 51.105054886251295], [6.592192506187263, 51.10509588005057], [6.592176033779896, 51.10513627536056], [6.592136161157696, 51.10516908478472], [6.59161377375199, 51.105464683853725], [6.591550986005207, 51.10548730927022], [6.591478094906424, 51.105491291969585], [6.591409498653013, 51.105476120370575], [6.591357196042225, 51.105444378896586], [6.590775838729693, 51.104898619549466], [6.590750402034108, 51.10485996807292]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;5333;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080026
51.10271303747767, 6.589382429100279;"{""coordinates"": [[[6.5894390853998, 51.10269018958973], [6.589431432651894, 51.10268959561772], [6.589277048187165, 51.10275921326043], [6.5894390853998, 51.10269018958973], [6.5894390853998, 51.10269018958973]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;2;Nicht verfügbare Fläche;Grünfläche;;;;;;051620080026
51.10482846537858, 6.589639194874701;"{""coordinates"": [[[6.589228647857972, 51.10467445971338], [6.589131332464929, 51.10471543523634], [6.589624888441589, 51.105200403413725], [6.590178698915935, 51.104966697398076], [6.589633151145573, 51.10445305306831], [6.589192684703888, 51.10464116598136], [6.589228647857972, 51.10467445971338]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;3139;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080026
51.10578523451099, 6.590143343470459;"{""coordinates"": [[[6.589024612609174, 51.104706461179696], [6.589819567736703, 51.10549333718513], [6.590521528367705, 51.10616181323743], [6.591039343348615, 51.10662603370457], [6.589024612609174, 51.104706461179696]]], ""type"": ""Polygon""}";Grevenbroich;Noithausen;305;Nicht verfügbare Fläche;Schienenfläche;;;;;;051620080026
51.08534462118105, 6.574002582305036;"{""coordinates"": [[[6.574073200343996, 51.08528754161654], [6.573932204370261, 51.08526562408904], [6.573929782512256, 51.085402640488795], [6.574076675925831, 51.085421041881176], [6.574073200343996, 51.08528754161654]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;151;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080027
51.08551757674556, 6.574932325426092;"{""coordinates"": [[[6.574963484689476, 51.085532228231244], [6.574918853691215, 51.085494481477504], [6.574914637897587, 51.08552602052794], [6.574963484689476, 51.085532228231244]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;6;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080027
51.08582588061627, 6.574225040792929;"{""coordinates"": [[[6.573926720155453, 51.0855759106663], [6.573931253054376, 51.08595475694669], [6.574205765628789, 51.086066127097304], [6.574427675555111, 51.086121180362674], [6.574562308761686, 51.085647836043016], [6.573926720155453, 51.0855759106663]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;1990;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080027
51.08555528559685, 6.574489901222938;"{""coordinates"": [[[6.574076675925831, 51.085421041881176], [6.574080351831973, 51.08555779994231], [6.574137255613645, 51.08559998587076], [6.574893253502247, 51.085684919074275], [6.574914637897587, 51.08552602052794], [6.574076675925831, 51.085421041881176]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;1065;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080027
51.08550207238123, 6.574007019018768;"{""coordinates"": [[[6.573929782512256, 51.085402640488795], [6.573926720155453, 51.0855759106663], [6.574137255613645, 51.08559998587076], [6.574080351831973, 51.08555779994231], [6.574076675925831, 51.085421041881176], [6.573929782512256, 51.085402640488795]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;210;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080027
51.0859189715443, 6.574527239259654;"{""coordinates"": [[[6.574562308761686, 51.085647836043016], [6.574451902220007, 51.086036256988685], [6.574427675555111, 51.086121180362674], [6.574532565542629, 51.08613747558398], [6.574612176938054, 51.08565345743906], [6.574562308761686, 51.085647836043016]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;298;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080027
51.08566945492519, 6.575018459603908;"{""coordinates"": [[[6.575179114493644, 51.08571594393299], [6.575096069737205, 51.0856444046324], [6.574901733598529, 51.08562188010416], [6.574893253502247, 51.085684919074275], [6.575179114493644, 51.08571594393299]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;120;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080027
51.08606237414295, 6.5741935853746565;"{""coordinates"": [[[6.573931253054376, 51.08595475694669], [6.573931403073028, 51.08597383581966], [6.574008012298773, 51.086019758026865], [6.574303335245058, 51.08610978702132], [6.574530903659354, 51.0861474147746], [6.574532565542629, 51.08613747558398], [6.574205765628789, 51.086066127097304], [6.573931253054376, 51.08595475694669]]], ""type"": ""Polygon""}";Grevenbroich;Am Hammerwerk/Bergheimer Str.;81;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080027
51.042441350963784, 6.584356464507258;"{""coordinates"": [[[6.584381066395331, 51.04275403108667], [6.584990102598398, 51.04251779034196], [6.584253104078054, 51.042109718467294], [6.58413212077222, 51.04219709920149], [6.5837543998565, 51.04236376755281], [6.583927710027635, 51.042505802250055], [6.58398217308668, 51.04248103080395], [6.584225238337941, 51.042669840874154], [6.584381066395331, 51.04275403108667]]], ""type"": ""Polygon""}";Grevenbroich;Frankenstraße;2990;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080028
51.042932766311246, 6.583882213108203;"{""coordinates"": [[[6.584123017245131, 51.04291840827964], [6.584381066395331, 51.04275403108667], [6.584225238337941, 51.042669840874154], [6.584031750208895, 51.04274004420324], [6.583993570911004, 51.04272731796563], [6.583409607585833, 51.04310476080495], [6.583614005754006, 51.043222772236625], [6.584104474221037, 51.042906916755136], [6.584123017245131, 51.04291840827964]]], ""type"": ""Polygon""}";Grevenbroich;Frankenstraße;1443;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080028
51.043065709281365, 6.5838747458667095;"{""coordinates"": [[[6.584111492758352, 51.04292576599414], [6.584123017245131, 51.04291840827964], [6.584104474221037, 51.042906916755136], [6.583614005754006, 51.043222772236625], [6.583630264362333, 51.04323215979835], [6.584111492758352, 51.04292576599414]]], ""type"": ""Polygon""}";Grevenbroich;Frankenstraße;82;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080028
51.068003141943436, 6.633485744840259;"{""coordinates"": [[[6.633267894400197, 51.06798969095434], [6.633399140958153, 51.06795629685687], [6.633581610351925, 51.06806053669198], [6.633605678015017, 51.06805390947981], [6.63342018848526, 51.067949799464714], [6.633267894400197, 51.06798969095434]]], ""type"": ""Polygon""}";Grevenbroich;Allrath/Kölner Landstraße;30;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080029
51.068354013633204, 6.634121342629842;"{""coordinates"": [[[6.634053693898351, 51.06832789875218], [6.634163573128959, 51.06838812244586], [6.634189184097709, 51.06838090199684], [6.634081156294902, 51.06832035540247], [6.634053693898351, 51.06832789875218]]], ""type"": ""Polygon""}";Grevenbroich;Allrath/Kölner Landstraße;18;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080029
