"Straßenschlüssel","Straßenname","Hausnummer","Statistischer Bezirk","Ortsteil"
"03290","Wichernstraße","23","221","Anger-Crottendorf"
"03290","Wichernstraße","24","221","Anger-Crottendorf"
"03290","Wichernstraße","25","221","Anger-Crottendorf"
"03290","Wichernstraße","26","221","Anger-Crottendorf"
"03290","Wichernstraße","27","221","Anger-Crottendorf"
"03290","Wichernstraße","28","221","Anger-Crottendorf"
"03290","Wichernstraße","29","221","Anger-Crottendorf"
"03290","Wichernstraße","30","221","Anger-Crottendorf"
"03290","Wichernstraße","31","221","Anger-Crottendorf"
"03290","Wichernstraße","33","221","Anger-Crottendorf"
"03132","Wiebelstraße","1","220","Anger-Crottendorf"
"03132","Wiebelstraße","2","214","Volkmarsdorf"
"03132","Wiebelstraße","3","220","Anger-Crottendorf"
"03132","Wiebelstraße","4","214","Volkmarsdorf"
"03132","Wiebelstraße","4A","214","Volkmarsdorf"
"03132","Wiebelstraße","5","220","Anger-Crottendorf"
"03132","Wiebelstraße","6","214","Volkmarsdorf"
"03132","Wiebelstraße","7","220","Anger-Crottendorf"
"03132","Wiebelstraße","8","214","Volkmarsdorf"
"03132","Wiebelstraße","9","220","Anger-Crottendorf"
"03132","Wiebelstraße","10","214","Volkmarsdorf"
"04117","Wiedebachstraße","1","412","Connewitz"
"04117","Wiedebachstraße","2","413","Connewitz"
"04117","Wiedebachstraße","4","413","Connewitz"
"04117","Wiedebachstraße","6","413","Connewitz"
"04117","Wiedebachstraße","8","413","Connewitz"
"04117","Wiedebachstraße","10","413","Connewitz"
"04117","Wiedebachstraße","12","413","Connewitz"
"04117","Wiedebachstraße","14","413","Connewitz"
"04117","Wiedebachstraße","16","413","Connewitz"
"04117","Wiedebachstraße","18","413","Connewitz"
"04117","Wiedebachstraße","20","413","Connewitz"
"04117","Wiedebachstraße","22","413","Connewitz"
"09359","Wiederitzscher Landstraße","1","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","2","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","3","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","4","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","5","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","6","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","7","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","8","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","9","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","9A","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","10","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","12","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","13","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","14","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","15","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","51","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","55","952","Wiederitzsch"
"09359","Wiederitzscher Landstraße","100","831","Lindenthal"
"09359","Wiederitzscher Landstraße","101","831","Lindenthal"
"09359","Wiederitzscher Landstraße","102","831","Lindenthal"
"09359","Wiederitzscher Landstraße","103","831","Lindenthal"
"09359","Wiederitzscher Landstraße","104","831","Lindenthal"
"09359","Wiederitzscher Landstraße","105","831","Lindenthal"
"09359","Wiederitzscher Landstraße","106","831","Lindenthal"
"09359","Wiederitzscher Landstraße","107","831","Lindenthal"
"09359","Wiederitzscher Landstraße","108","831","Lindenthal"
"09359","Wiederitzscher Landstraße","109","831","Lindenthal"
"09359","Wiederitzscher Landstraße","111","831","Lindenthal"
"09359","Wiederitzscher Landstraße","112","831","Lindenthal"
"09359","Wiederitzscher Landstraße","114","831","Lindenthal"
"07043","Wiederitzscher Straße","2","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","2A","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","3","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","4","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","5","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","5A","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","6","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","7","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","7A","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","8","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","10","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","11","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","12","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","13","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","14","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","15","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","16","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","17","904","Gohlis-Süd"
"07043","Wiederitzscher Straße","18","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","19","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","20","905","Gohlis-Süd"
"07043","Wiederitzscher Straße","21","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","22","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","23","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","24","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","25","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","26","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","27","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","28","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","29","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","30","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","31","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","32","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","33","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","33A","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","34","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","35","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","36","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","38","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","40","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","42","900","Gohlis-Süd"
"07043","Wiederitzscher Straße","44","805","Möckern"
"08082","Wiederitzscher Weg","2","802","Möckern"
"08082","Wiederitzscher Weg","3B","802","Möckern"
"08082","Wiederitzscher Weg","3C","802","Möckern"
"08082","Wiederitzscher Weg","4","802","Möckern"
"08082","Wiederitzscher Weg","5","802","Möckern"
"08082","Wiederitzscher Weg","7","802","Möckern"
"08082","Wiederitzscher Weg","12","802","Möckern"
"07173","Wielandstraße","1","711","Altlindenau"
"07173","Wielandstraße","2","711","Altlindenau"
"07173","Wielandstraße","2A","711","Altlindenau"
"07173","Wielandstraße","3","711","Altlindenau"
"07173","Wielandstraße","4","711","Altlindenau"
"07173","Wielandstraße","5","711","Altlindenau"
"07173","Wielandstraße","6","711","Altlindenau"
"07173","Wielandstraße","7","711","Altlindenau"
"07173","Wielandstraße","9","711","Altlindenau"
"07173","Wielandstraße","10","711","Altlindenau"
"07173","Wielandstraße","11","711","Altlindenau"
"07173","Wielandstraße","12","711","Altlindenau"
"07173","Wielandstraße","13","711","Altlindenau"
"07173","Wielandstraße","14","711","Altlindenau"
"07173","Wielandstraße","16","711","Altlindenau"
"07173","Wielandstraße","18","711","Altlindenau"
"05215","Wieselsteig","2","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","3","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","3A","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","4","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","5","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","7","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","8","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","9","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","10","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","11","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","12","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","13","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","14","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","15","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","16","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","17","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","18","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","19","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","20","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","21","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","22","540","Knautkleeberg-Knauthain"
"05215","Wieselsteig","23","540","Knautkleeberg-Knauthain"
"06277","Wieselstraße","2","251","Heiterblick"
"06277","Wieselstraße","4","251","Heiterblick"
"06277","Wieselstraße","6","251","Heiterblick"
"06277","Wieselstraße","8","251","Heiterblick"
"06277","Wieselstraße","9","251","Heiterblick"
"06277","Wieselstraße","10","251","Heiterblick"
"06277","Wieselstraße","11","251","Heiterblick"
"06277","Wieselstraße","12","251","Heiterblick"
"06277","Wieselstraße","13","251","Heiterblick"
"06277","Wieselstraße","15","251","Heiterblick"
"06277","Wieselstraße","17","251","Heiterblick"
"03464","Wiesenblumenweg","1","352","Holzhausen"
"03464","Wiesenblumenweg","3","352","Holzhausen"
"03464","Wiesenblumenweg","4","352","Holzhausen"
"03464","Wiesenblumenweg","5","352","Holzhausen"
"03464","Wiesenblumenweg","7","352","Holzhausen"
"03464","Wiesenblumenweg","8","352","Holzhausen"
"03464","Wiesenblumenweg","10","352","Holzhausen"
"03464","Wiesenblumenweg","13","352","Holzhausen"
"03464","Wiesenblumenweg","19","352","Holzhausen"
"03464","Wiesenblumenweg","20","352","Holzhausen"
"03464","Wiesenblumenweg","21","352","Holzhausen"
"03464","Wiesenblumenweg","22","352","Holzhausen"
"03464","Wiesenblumenweg","23","352","Holzhausen"
"03464","Wiesenblumenweg","24","352","Holzhausen"
"03464","Wiesenblumenweg","25","352","Holzhausen"
"03464","Wiesenblumenweg","26","352","Holzhausen"
"03464","Wiesenblumenweg","27","352","Holzhausen"
"03464","Wiesenblumenweg","29","352","Holzhausen"
"03464","Wiesenblumenweg","31","352","Holzhausen"
"03464","Wiesenblumenweg","33","352","Holzhausen"
"03464","Wiesenblumenweg","34","352","Holzhausen"
"03573","Wiesengrund","1","343","Liebertwolkwitz"
"03573","Wiesengrund","1A","343","Liebertwolkwitz"
"03573","Wiesengrund","1B","343","Liebertwolkwitz"
"03573","Wiesengrund","2","343","Liebertwolkwitz"
"03573","Wiesengrund","3","343","Liebertwolkwitz"
"03573","Wiesengrund","4","343","Liebertwolkwitz"
"03573","Wiesengrund","5","343","Liebertwolkwitz"
"03573","Wiesengrund","6","343","Liebertwolkwitz"
"03573","Wiesengrund","7","343","Liebertwolkwitz"
"03573","Wiesengrund","8","343","Liebertwolkwitz"
"03573","Wiesengrund","9","343","Liebertwolkwitz"
"03573","Wiesengrund","10","343","Liebertwolkwitz"
"03573","Wiesengrund","11","343","Liebertwolkwitz"
"03573","Wiesengrund","12","343","Liebertwolkwitz"
"03573","Wiesengrund","13","343","Liebertwolkwitz"
"03573","Wiesengrund","14","343","Liebertwolkwitz"
"03573","Wiesengrund","15","343","Liebertwolkwitz"
"03573","Wiesengrund","16","343","Liebertwolkwitz"
"03573","Wiesengrund","17","343","Liebertwolkwitz"
"03573","Wiesengrund","18","343","Liebertwolkwitz"
"03573","Wiesengrund","19","343","Liebertwolkwitz"
"03573","Wiesengrund","20","343","Liebertwolkwitz"
"03573","Wiesengrund","21","343","Liebertwolkwitz"
"03573","Wiesengrund","22","343","Liebertwolkwitz"
"03573","Wiesengrund","23","343","Liebertwolkwitz"
"03573","Wiesengrund","24","343","Liebertwolkwitz"
"03573","Wiesengrund","25","343","Liebertwolkwitz"
"03573","Wiesengrund","26","343","Liebertwolkwitz"
"03573","Wiesengrund","27","343","Liebertwolkwitz"
"03573","Wiesengrund","28","343","Liebertwolkwitz"
"03573","Wiesengrund","29","343","Liebertwolkwitz"
"03573","Wiesengrund","30","343","Liebertwolkwitz"
"03573","Wiesengrund","31","343","Liebertwolkwitz"
"03573","Wiesengrund","32","343","Liebertwolkwitz"
"03573","Wiesengrund","33","343","Liebertwolkwitz"
"03573","Wiesengrund","34","343","Liebertwolkwitz"
"03573","Wiesengrund","35","343","Liebertwolkwitz"
"03573","Wiesengrund","36","343","Liebertwolkwitz"
"03573","Wiesengrund","37","343","Liebertwolkwitz"
"03573","Wiesengrund","38","343","Liebertwolkwitz"
"03573","Wiesengrund","39","343","Liebertwolkwitz"
"03573","Wiesengrund","40","343","Liebertwolkwitz"
"03573","Wiesengrund","41","343","Liebertwolkwitz"
"03573","Wiesengrund","42","343","Liebertwolkwitz"
"03573","Wiesengrund","43","343","Liebertwolkwitz"
"03573","Wiesengrund","44","343","Liebertwolkwitz"
"03573","Wiesengrund","45","343","Liebertwolkwitz"
"03573","Wiesengrund","46","343","Liebertwolkwitz"
"03573","Wiesengrund","47","343","Liebertwolkwitz"
"03573","Wiesengrund","48","343","Liebertwolkwitz"
"03573","Wiesengrund","49","343","Liebertwolkwitz"
"03573","Wiesengrund","50","343","Liebertwolkwitz"
"03573","Wiesengrund","51","343","Liebertwolkwitz"
"03573","Wiesengrund","52","343","Liebertwolkwitz"
"03573","Wiesengrund","53","343","Liebertwolkwitz"
"03573","Wiesengrund","54","343","Liebertwolkwitz"
"03573","Wiesengrund","55","343","Liebertwolkwitz"
"03573","Wiesengrund","56","343","Liebertwolkwitz"
"03573","Wiesengrund","57","343","Liebertwolkwitz"
"03573","Wiesengrund","58","343","Liebertwolkwitz"
"03573","Wiesengrund","59","343","Liebertwolkwitz"
"03573","Wiesengrund","60","343","Liebertwolkwitz"
"07578","Wiesenrain","1","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","2","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","3","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","4","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","5","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","6","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","7","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","8","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","8A","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","9","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10A","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10B","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10C","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10D","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10E","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10F","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10G","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","10H","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","11","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","12","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","13","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","14","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","15","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","16","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","17","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","19","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","22","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","23","743","Böhlitz-Ehrenberg"
"07578","Wiesenrain","24","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","29","743","Böhlitz-Ehrenberg"
"07578","Wiesenrain","31","750","Burghausen-Rückmarsdorf"
"07578","Wiesenrain","33","750","Burghausen-Rückmarsdorf"
"08558","Wiesenring","2","820","Lützschena-Stahmeln"
"08558","Wiesenring","11","820","Lützschena-Stahmeln"
"08558","Wiesenring","13A","820","Lützschena-Stahmeln"
"08558","Wiesenring","13B","820","Lützschena-Stahmeln"
"08558","Wiesenring","13C","820","Lützschena-Stahmeln"
"08558","Wiesenring","13D","820","Lützschena-Stahmeln"
"08558","Wiesenring","46","820","Lützschena-Stahmeln"
"08558","Wiesenring","46A","820","Lützschena-Stahmeln"
"08558","Wiesenring","48","820","Lützschena-Stahmeln"
"08558","Wiesenring","50","820","Lützschena-Stahmeln"
"08558","Wiesenring","54","820","Lützschena-Stahmeln"
"06266","Wiesenstraße","1","243","Paunsdorf"
"06266","Wiesenstraße","2","244","Paunsdorf"
"06266","Wiesenstraße","3","243","Paunsdorf"
"06266","Wiesenstraße","4","244","Paunsdorf"
"06266","Wiesenstraße","5","243","Paunsdorf"
"06266","Wiesenstraße","6","244","Paunsdorf"
"06266","Wiesenstraße","8","243","Paunsdorf"
"06266","Wiesenstraße","9","243","Paunsdorf"
"06266","Wiesenstraße","10","243","Paunsdorf"
"06266","Wiesenstraße","11","243","Paunsdorf"
"06266","Wiesenstraße","12","243","Paunsdorf"
"06266","Wiesenstraße","13","243","Paunsdorf"
"06266","Wiesenstraße","14","243","Paunsdorf"
"06266","Wiesenstraße","15","243","Paunsdorf"
"06266","Wiesenstraße","17","243","Paunsdorf"
"06266","Wiesenstraße","18","243","Paunsdorf"
"06266","Wiesenstraße","19","243","Paunsdorf"
"06266","Wiesenstraße","20","243","Paunsdorf"
"06266","Wiesenstraße","21","243","Paunsdorf"
"06266","Wiesenstraße","23","243","Paunsdorf"
"06266","Wiesenstraße","25","243","Paunsdorf"
"06266","Wiesenstraße","27","243","Paunsdorf"
"06266","Wiesenstraße","29","243","Paunsdorf"
"06266","Wiesenstraße","31","243","Paunsdorf"
"06266","Wiesenstraße","33","243","Paunsdorf"
"06266","Wiesenstraße","35","243","Paunsdorf"
"06266","Wiesenstraße","37","243","Paunsdorf"
"06266","Wiesenstraße","39","243","Paunsdorf"
"06266","Wiesenstraße","41","243","Paunsdorf"
"06266","Wiesenstraße","43","243","Paunsdorf"
"06266","Wiesenstraße","45","243","Paunsdorf"
"02764","Wiesenweg","2","271","Engelsdorf"
"02764","Wiesenweg","3","271","Engelsdorf"
"02764","Wiesenweg","3A","271","Engelsdorf"
"02764","Wiesenweg","5","271","Engelsdorf"
"02764","Wiesenweg","6","271","Engelsdorf"
"02764","Wiesenweg","7","271","Engelsdorf"
"02764","Wiesenweg","9","271","Engelsdorf"
"02764","Wiesenweg","11","271","Engelsdorf"
"02764","Wiesenweg","13","271","Engelsdorf"
"02764","Wiesenweg","15","271","Engelsdorf"
"02764","Wiesenweg","17","271","Engelsdorf"
"02764","Wiesenweg","19","271","Engelsdorf"
"02764","Wiesenweg","21","271","Engelsdorf"
"02764","Wiesenweg","23","271","Engelsdorf"
"02764","Wiesenweg","27","271","Engelsdorf"
"09398","Wiesenwinkel","1","953","Wiederitzsch"
"09398","Wiesenwinkel","2","953","Wiederitzsch"
"09398","Wiesenwinkel","3","953","Wiederitzsch"
"09398","Wiesenwinkel","3B","953","Wiederitzsch"
"09398","Wiesenwinkel","4","953","Wiederitzsch"
"09398","Wiesenwinkel","5","953","Wiederitzsch"
"09398","Wiesenwinkel","5A","953","Wiederitzsch"
"06030","Wigandstraße","1","521","Kleinzschocher"
"06030","Wigandstraße","2","521","Kleinzschocher"
"06030","Wigandstraße","3","521","Kleinzschocher"
"06030","Wigandstraße","4","521","Kleinzschocher"
"06030","Wigandstraße","5","521","Kleinzschocher"
"06030","Wigandstraße","6","521","Kleinzschocher"
"06030","Wigandstraße","7","521","Kleinzschocher"
"06030","Wigandstraße","8","521","Kleinzschocher"
"06030","Wigandstraße","9","521","Kleinzschocher"
"06030","Wigandstraße","10","521","Kleinzschocher"
"06030","Wigandstraße","11","521","Kleinzschocher"
"06030","Wigandstraße","12","521","Kleinzschocher"
"06030","Wigandstraße","13","521","Kleinzschocher"
"06030","Wigandstraße","14","521","Kleinzschocher"
"06030","Wigandstraße","15","521","Kleinzschocher"
"06030","Wigandstraße","16","521","Kleinzschocher"
"06030","Wigandstraße","17","521","Kleinzschocher"
"06030","Wigandstraße","18","521","Kleinzschocher"
"06030","Wigandstraße","19","521","Kleinzschocher"
"06030","Wigandstraße","20","521","Kleinzschocher"
"06030","Wigandstraße","21","521","Kleinzschocher"
"06030","Wigandstraße","22","521","Kleinzschocher"
"06030","Wigandstraße","23","521","Kleinzschocher"
"06030","Wigandstraße","24","521","Kleinzschocher"
"06030","Wigandstraße","25","521","Kleinzschocher"
"06030","Wigandstraße","27","521","Kleinzschocher"
"06030","Wigandstraße","28","521","Kleinzschocher"
"06030","Wigandstraße","29","521","Kleinzschocher"
"06030","Wigandstraße","30","521","Kleinzschocher"
"06030","Wigandstraße","30A","521","Kleinzschocher"
"06030","Wigandstraße","31","521","Kleinzschocher"
"06030","Wigandstraße","32","521","Kleinzschocher"
"06030","Wigandstraße","33","521","Kleinzschocher"
"06030","Wigandstraße","34","521","Kleinzschocher"
"06030","Wigandstraße","35","521","Kleinzschocher"
"06030","Wigandstraße","36","521","Kleinzschocher"
"06030","Wigandstraße","38","521","Kleinzschocher"
"06030","Wigandstraße","39","521","Kleinzschocher"
"06030","Wigandstraße","40","521","Kleinzschocher"
"06030","Wigandstraße","41","521","Kleinzschocher"
"06030","Wigandstraße","42","521","Kleinzschocher"
"06030","Wigandstraße","43","521","Kleinzschocher"
"06030","Wigandstraße","44","521","Kleinzschocher"
"06030","Wigandstraße","45","521","Kleinzschocher"
"06030","Wigandstraße","46","521","Kleinzschocher"
"06030","Wigandstraße","48","521","Kleinzschocher"
"06030","Wigandstraße","50","521","Kleinzschocher"
"06030","Wigandstraße","52","521","Kleinzschocher"
"02709","Wildbuschweg","1","271","Engelsdorf"
"02709","Wildbuschweg","1A","271","Engelsdorf"
"02709","Wildbuschweg","2","271","Engelsdorf"
"02709","Wildbuschweg","2A","271","Engelsdorf"
"02709","Wildbuschweg","2B","271","Engelsdorf"
"02709","Wildbuschweg","3","271","Engelsdorf"
"02709","Wildbuschweg","3A","271","Engelsdorf"
"02709","Wildbuschweg","4","271","Engelsdorf"
"02709","Wildbuschweg","5","271","Engelsdorf"
"02709","Wildbuschweg","6","271","Engelsdorf"
"02709","Wildbuschweg","6A","271","Engelsdorf"
"02709","Wildbuschweg","6B","271","Engelsdorf"
"02709","Wildbuschweg","6C","271","Engelsdorf"
"02709","Wildbuschweg","6D","271","Engelsdorf"
"02709","Wildbuschweg","6E","271","Engelsdorf"
"02709","Wildbuschweg","7","271","Engelsdorf"
"02709","Wildbuschweg","8","271","Engelsdorf"
"02709","Wildbuschweg","9","271","Engelsdorf"
"02709","Wildbuschweg","10","271","Engelsdorf"
"02709","Wildbuschweg","11","271","Engelsdorf"
"02709","Wildbuschweg","11A","271","Engelsdorf"
"02709","Wildbuschweg","11B","271","Engelsdorf"
"02709","Wildbuschweg","12","271","Engelsdorf"
"02709","Wildbuschweg","13","271","Engelsdorf"
"02709","Wildbuschweg","14","271","Engelsdorf"
"02709","Wildbuschweg","15","271","Engelsdorf"
"02709","Wildbuschweg","16","271","Engelsdorf"
"02709","Wildbuschweg","16A","271","Engelsdorf"
"02709","Wildbuschweg","17","271","Engelsdorf"
"02709","Wildbuschweg","18","271","Engelsdorf"
"02709","Wildbuschweg","19","271","Engelsdorf"
"02709","Wildbuschweg","20","271","Engelsdorf"
"02709","Wildbuschweg","21","271","Engelsdorf"
"02709","Wildbuschweg","22","271","Engelsdorf"
"02709","Wildbuschweg","23","271","Engelsdorf"
"02709","Wildbuschweg","24","271","Engelsdorf"
"02709","Wildbuschweg","25","271","Engelsdorf"
"02709","Wildbuschweg","26","271","Engelsdorf"
"02709","Wildbuschweg","27","271","Engelsdorf"
"02709","Wildbuschweg","28","271","Engelsdorf"
"02709","Wildbuschweg","29","271","Engelsdorf"
"02709","Wildbuschweg","30","271","Engelsdorf"
"02709","Wildbuschweg","31","271","Engelsdorf"
"02709","Wildbuschweg","33","271","Engelsdorf"
"02709","Wildbuschweg","35","271","Engelsdorf"
"02709","Wildbuschweg","37","271","Engelsdorf"
"02709","Wildbuschweg","39","271","Engelsdorf"
"02709","Wildbuschweg","41","271","Engelsdorf"
"06075","Wildentensteig","1","540","Knautkleeberg-Knauthain"
"06075","Wildentensteig","8","540","Knautkleeberg-Knauthain"
"06075","Wildentensteig","10","540","Knautkleeberg-Knauthain"
"06075","Wildentensteig","11","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","1","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","11","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","13","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","13A","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","15","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","15A","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","17","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","19","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","21","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","25","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","27","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","31","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","35","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","45","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","49","540","Knautkleeberg-Knauthain"
"06074","Wildschweinpfad","55","540","Knautkleeberg-Knauthain"
"02031","Wilhelm-Busch-Straße","1","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","1A","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","2","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","3","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","3A","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","3B","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","3C","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","3D","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","4","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","5","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","7","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","9","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","11","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","13","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","14","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","15","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","17","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","18","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","19","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","20","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","21","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","22","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","23","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","24","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","25","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","26","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","28","121","Mockau-Süd"
"02031","Wilhelm-Busch-Straße","29","133","Mockau-Nord"
"02031","Wilhelm-Busch-Straße","31","133","Mockau-Nord"
"02031","Wilhelm-Busch-Straße","34","121","Mockau-Süd"
